Date,Product,Quantity,Price
2023-12-07,Smartwatch,28,822.02
2022-03-29,Smartwatch,29,944.18
2021-04-04,Smartphone,35,305.38
2024-08-21,Tablet,43,216.27
2021-07-17,Fone de Ouvido,48,944.0
2020-09-04,Fone de Ouvido,15,989.64
2023-06-20,Smartwatch,43,121.14
2022-05-21,Fone de Ouvido,31,901.52
2022-10-30,Smartphone,20,674.2
2020-07-02,Fone de Ouvido,48,973.38
2024-08-29,Smartphone,32,678.25
2025-02-16,Fone de Ouvido,35,535.68
2021-04-03,Laptop,17,52.17
2021-09-01,Tablet,33,822.97
2024-09-06,Fone de Ouvido,24,332.47
2023-08-22,Smartwatch,2,99.53
2024-04-15,Smartwatch,35,783.78
2022-11-22,Smartphone,42,237.54
2022-06-12,Tablet,27,822.32
2024-10-10,Laptop,50,727.07
2025-03-25,Smartwatch,10,525.39
2021-10-12,Smartphone,49,638.74
2023-03-05,Smartwatch,42,408.38
2020-12-07,Fone de Ouvido,23,542.66
2022-08-25,Tablet,7,327.68
2022-03-17,Smartwatch,39,269.22
2021-06-22,Laptop,25,665.67
2023-04-29,Smartphone,26,859.88
2024-12-01,Fone de Ouvido,29,523.87
2025-02-27,Fone de Ouvido,15,266.24
2020-09-13,Laptop,40,165.48
2024-02-24,Smartphone,40,933.49
2021-10-21,Laptop,26,402.67
2021-12-19,Tablet,29,836.41
2020-11-11,Smartwatch,35,458.94
2024-05-11,Smartphone,26,727.57
2024-10-26,Smartphone,42,593.78
2022-06-07,Smartwatch,3,757.01
2024-09-17,Laptop,3,63.15
2020-11-23,Laptop,12,943.18
2021-08-16,Laptop,5,772.73
2021-04-18,Smartphone,13,139.59
2020-04-08,Laptop,18,648.62
2022-07-27,Laptop,32,915.14
2022-07-11,Smartphone,40,465.91
2024-01-17,Smartphone,34,483.9
2024-05-14,Tablet,39,896.68
2025-02-19,Smartwatch,30,894.63
2021-08-25,Fone de Ouvido,41,269.1
2020-02-10,Laptop,15,122.54
2024-06-17,Laptop,37,632.93
2023-03-27,Laptop,12,722.61
2020-05-27,Tablet,19,313.2
2022-07-02,Laptop,12,319.93
2020-11-15,Fone de Ouvido,18,342.75
2024-05-24,Smartphone,34,565.04
2021-07-18,Fone de Ouvido,5,731.16
2023-06-30,Smartphone,18,37.68
2022-07-26,Fone de Ouvido,23,975.64
2024-04-15,Fone de Ouvido,12,315.9
2022-05-07,Laptop,25,147.04
2024-10-01,Smartphone,49,748.88
2024-11-08,Smartphone,18,731.94
2024-08-19,Smartwatch,44,569.69
2024-02-19,Laptop,3,79.84
2023-01-11,Smartwatch,44,857.63
2024-08-08,Tablet,13,917.19
2021-05-05,Laptop,41,655.18
2022-06-19,Smartphone,2,365.57
2021-04-03,Tablet,37,22.02
2022-01-10,Fone de Ouvido,11,976.57
2024-12-05,Smartphone,13,456.01
2022-01-31,Smartwatch,18,347.41
2024-03-07,Fone de Ouvido,19,155.4
2021-02-18,Tablet,48,68.0
2024-08-29,Tablet,45,118.8
2021-05-25,Laptop,21,175.66
2023-03-28,Smartphone,13,672.19
2025-02-02,Tablet,32,941.31
2023-03-19,Fone de Ouvido,35,826.19
2022-03-11,Tablet,19,809.35
2024-06-26,Laptop,5,268.54
2021-06-25,Smartwatch,20,580.78
2023-08-20,Smartphone,40,185.89
2020-09-27,Smartphone,29,104.88
2021-04-09,Smartphone,32,410.8
2023-09-01,Fone de Ouvido,48,611.01
2020-06-16,Fone de Ouvido,33,11.21
2024-12-26,Smartphone,43,747.39
2020-02-09,Smartwatch,3,662.88
2023-04-25,Laptop,35,409.36
2021-05-03,Laptop,30,359.01
2020-03-16,Smartphone,36,69.19
2023-09-03,Tablet,9,347.7
2022-11-05,Fone de Ouvido,9,363.23
2024-12-15,Laptop,34,144.15
2023-05-25,Smartphone,48,839.87
2023-02-14,Smartphone,48,762.79
2020-11-11,Smartwatch,18,347.38
2020-05-04,Smartphone,33,976.2
2023-11-08,Smartphone,48,176.94
2024-03-31,Laptop,10,859.09
2022-11-22,Fone de Ouvido,2,679.54
2022-08-20,Fone de Ouvido,48,855.6
2023-02-10,Smartwatch,5,701.56
2020-06-03,Laptop,20,523.61
2021-03-17,Laptop,39,958.01
2020-10-13,Laptop,31,998.6
2020-09-22,Smartphone,6,972.46
2021-04-22,Fone de Ouvido,30,106.59
2021-10-02,Fone de Ouvido,21,793.24
2022-01-23,Fone de Ouvido,1,285.8
2020-04-13,Tablet,28,699.42
2020-10-29,Laptop,13,808.74
2024-02-07,Tablet,38,535.41
2021-09-17,Smartwatch,48,124.05
2024-12-03,Fone de Ouvido,34,322.4
2020-09-13,Tablet,19,419.9
2020-10-09,Smartphone,8,301.11
2022-10-27,Fone de Ouvido,14,382.22
2021-12-26,Fone de Ouvido,32,158.8
2024-08-17,Fone de Ouvido,46,584.97
2023-01-07,Smartwatch,12,101.31
2020-05-26,Smartwatch,12,280.58
2020-11-25,Laptop,1,182.73
2023-11-15,Tablet,29,261.29
2023-09-25,Laptop,25,697.0
2023-09-24,Smartwatch,8,740.41
2024-10-13,Smartphone,45,71.49
2022-04-03,Smartphone,15,917.02
2024-01-28,Smartwatch,38,383.91
2020-11-24,Smartphone,17,975.74
2021-01-16,Smartwatch,44,350.33
2023-01-13,Laptop,35,77.01
2022-01-18,Laptop,26,698.78
2021-06-22,Fone de Ouvido,20,584.9
2024-06-14,Smartwatch,27,192.39
2021-04-07,Laptop,24,32.2
2024-05-29,Smartwatch,17,628.95
2023-02-24,Fone de Ouvido,15,690.34
2024-08-15,Laptop,6,507.24
2021-02-01,Laptop,48,529.72
2020-08-05,Smartphone,40,603.43
2024-05-20,Smartwatch,6,478.54
2022-11-27,Fone de Ouvido,28,685.69
2022-05-29,Tablet,4,130.8
2023-09-19,Fone de Ouvido,9,769.57
2020-02-22,Smartphone,29,791.94
2020-12-24,Laptop,29,549.09
2022-05-23,Tablet,50,362.85
2024-12-24,Smartphone,32,304.93
2023-03-02,Smartphone,26,78.62
2021-11-21,Smartwatch,30,809.31
2024-01-22,Tablet,7,162.99
2020-04-03,Smartphone,5,475.94
2020-10-25,Laptop,33,773.03
2024-06-13,Smartphone,41,338.74
2024-07-15,Smartphone,11,383.78
2024-07-18,Smartwatch,26,165.81
2021-08-26,Smartwatch,29,498.5
2020-04-06,Smartwatch,50,990.25
2025-02-09,Smartphone,23,914.2
2023-06-12,Tablet,10,386.91
2021-03-27,Smartwatch,34,986.76
2023-04-27,Smartphone,27,817.89
2024-08-16,Smartphone,26,721.93
2024-03-28,Smartphone,37,536.82
2025-01-12,Smartphone,22,856.37
2024-02-19,Tablet,22,308.99
2020-11-02,Tablet,15,295.01
2022-03-22,Fone de Ouvido,38,986.31
2022-09-17,Fone de Ouvido,5,233.15
2024-12-08,Tablet,21,319.95
2022-10-26,Smartphone,2,299.46
2022-09-11,Fone de Ouvido,35,255.12
2022-03-11,Tablet,25,134.77
2020-10-07,Smartwatch,50,333.58
2024-01-16,Tablet,13,512.22
2024-11-01,Smartwatch,35,10.94
2023-01-14,Smartwatch,46,815.4
2024-08-01,Smartwatch,6,333.48
2021-08-16,Fone de Ouvido,19,110.89
2021-04-27,Laptop,14,540.21
2020-08-21,Smartphone,44,408.57
2020-11-26,Tablet,16,331.17
2022-06-03,Smartphone,42,91.58
2025-03-22,Tablet,22,329.0
2020-12-22,Tablet,12,815.76
2020-01-18,Smartphone,10,335.36
2022-07-04,Tablet,13,834.95
2021-10-24,Smartphone,3,387.9
2021-02-09,Fone de Ouvido,23,845.27
2022-03-27,Tablet,40,905.39
2023-09-15,Fone de Ouvido,22,618.98
2022-04-17,Smartphone,50,908.89
2023-08-24,Laptop,19,863.65
2022-10-18,Tablet,7,661.17
2024-05-19,Fone de Ouvido,15,967.01
2025-02-27,Laptop,30,278.91
2020-03-15,Laptop,40,435.08
2021-05-23,Smartphone,31,757.98
2022-03-13,Smartphone,45,924.65
2022-05-24,Tablet,44,669.65
2024-09-04,Laptop,18,854.08
2021-05-17,Smartphone,20,849.73
2021-11-14,Tablet,33,941.83
2021-08-26,Smartphone,43,414.75
2022-04-02,Smartwatch,23,463.96
2024-06-12,Smartwatch,7,776.82
2020-05-12,Laptop,37,326.91
2022-09-18,Smartwatch,19,897.38
2024-01-17,Tablet,33,130.99
2024-07-11,Smartwatch,37,686.87
2021-03-30,Fone de Ouvido,42,891.4
2021-08-18,Smartphone,50,762.61
2021-11-04,Laptop,36,363.45
2021-05-29,Smartphone,32,162.52
2024-10-05,Tablet,7,173.35
2021-01-30,Laptop,43,638.82
2021-07-22,Laptop,10,626.4
2022-02-06,Smartphone,29,471.0
2023-05-07,Smartphone,50,513.75
2024-01-14,Tablet,47,200.95
2023-04-05,Smartwatch,26,229.88
2021-10-02,Laptop,43,155.98
2025-01-23,Fone de Ouvido,38,208.38
2023-08-03,Smartphone,12,734.26
2024-02-04,Laptop,21,794.49
2023-12-24,Tablet,44,886.44
2022-07-23,Smartphone,33,833.99
2022-11-01,Laptop,35,315.21
2021-07-27,Smartwatch,4,763.71
2025-03-03,Laptop,46,346.07
2025-01-12,Smartphone,13,474.18
2023-08-20,Smartphone,44,933.63
2021-04-09,Tablet,26,994.58
2022-07-10,Tablet,50,193.03
2022-04-28,Fone de Ouvido,48,894.53
2024-11-11,Laptop,12,324.08
2024-03-20,Smartphone,12,888.06
2021-12-29,Fone de Ouvido,44,644.01
2022-12-10,Fone de Ouvido,12,894.55
2020-09-11,Smartphone,21,981.15
2021-07-28,Smartwatch,1,187.88
2023-06-23,Tablet,42,744.54
2023-07-28,Smartwatch,49,194.28
2023-03-21,Tablet,45,204.31
2024-05-24,Tablet,37,20.83
2023-12-02,Laptop,34,605.81
2022-05-23,Smartphone,47,277.3
2020-02-08,Fone de Ouvido,15,603.27
2025-01-21,Fone de Ouvido,36,858.41
2021-09-06,Fone de Ouvido,14,760.52
2024-06-01,Tablet,47,109.98
2022-09-21,Fone de Ouvido,45,688.05
2024-04-16,Tablet,30,615.55
2025-02-17,Smartwatch,42,342.28
2022-03-21,Fone de Ouvido,22,330.74
2024-07-06,Fone de Ouvido,27,531.87
2023-04-28,Laptop,46,795.48
2025-01-31,Tablet,11,698.67
2021-03-01,Tablet,42,365.18
2020-12-11,Smartwatch,5,195.42
2023-09-23,Smartphone,31,454.71
2023-06-14,Fone de Ouvido,44,352.79
2021-09-15,Laptop,4,331.37
2023-07-27,Smartphone,50,766.81
2024-04-26,Fone de Ouvido,47,307.47
2021-01-27,Tablet,16,739.81
2025-02-15,Laptop,12,417.07
2020-12-08,Smartwatch,38,131.42
2024-04-05,Tablet,18,309.49
2024-02-09,Fone de Ouvido,47,19.61
2025-03-01,Smartphone,34,759.06
2024-05-09,Laptop,7,833.41
2022-12-29,Tablet,42,751.64
2024-07-11,Laptop,37,443.16
2022-12-28,Tablet,30,853.29
2020-04-11,Laptop,36,286.41
2023-02-16,Smartwatch,24,918.46
2020-05-11,Tablet,5,144.51
2020-01-18,Fone de Ouvido,6,949.79
2023-10-25,Tablet,24,161.89
2022-02-21,Smartwatch,43,227.53
2020-05-10,Smartwatch,17,91.07
2021-06-28,Fone de Ouvido,3,46.26
2024-11-03,Smartwatch,25,408.8
2021-05-04,Smartwatch,42,404.53
2024-12-29,Tablet,20,367.64
2022-02-28,Smartphone,8,451.08
2024-01-24,Laptop,5,214.13
2020-03-01,Fone de Ouvido,42,569.99
2021-10-29,Tablet,19,571.82
2020-05-02,Tablet,35,861.61
2022-07-25,Laptop,46,138.14
2021-05-25,Laptop,7,157.67
2022-04-18,Smartphone,6,37.5
2023-06-06,Fone de Ouvido,47,500.64
2022-06-19,Laptop,24,206.49
2023-01-11,Fone de Ouvido,2,384.95
2022-03-05,Laptop,45,822.38
2021-09-20,Tablet,1,855.09
2024-04-28,Tablet,37,91.2
2024-12-05,Smartphone,27,218.37
2022-10-04,Smartphone,3,83.99
2024-01-13,Fone de Ouvido,32,644.52
2022-07-19,Smartphone,35,989.01
2020-08-10,Tablet,34,574.18
2020-06-21,Smartwatch,6,699.96
2024-11-29,Laptop,26,164.42
2023-10-15,Tablet,18,791.35
2024-08-07,Smartwatch,13,592.85
2024-10-01,Tablet,38,775.86
2020-07-23,Laptop,37,538.79
2023-08-03,Laptop,37,880.51
2023-03-20,Fone de Ouvido,3,936.47
2021-03-31,Tablet,2,382.6
2022-11-15,Smartwatch,50,41.1
2023-03-27,Smartphone,21,857.3
2022-06-10,Smartwatch,19,78.1
2023-08-12,Fone de Ouvido,27,876.99
2020-08-29,Fone de Ouvido,18,208.89
2024-08-14,Smartwatch,44,698.37
2022-06-29,Smartphone,20,66.65
2023-09-17,Laptop,14,626.78
2020-01-07,Fone de Ouvido,16,115.14
2020-10-06,Smartphone,13,33.74
2022-12-06,Tablet,25,527.27
2023-11-17,Tablet,5,266.58
2024-05-16,Smartwatch,49,438.42
2022-11-06,Fone de Ouvido,12,231.07
2020-04-11,Laptop,25,438.54
2022-09-18,Fone de Ouvido,50,113.5
2021-09-11,Smartwatch,35,48.41
2021-04-16,Fone de Ouvido,10,154.16
2020-07-16,Smartwatch,22,221.53
2020-12-26,Tablet,4,398.26
2022-10-02,Smartwatch,2,483.01
2020-10-02,Smartwatch,10,389.1
2022-10-31,Fone de Ouvido,36,95.91
2020-10-21,Tablet,34,369.12
2025-01-04,Tablet,10,887.88
2023-01-24,Smartphone,30,855.32
2021-02-17,Smartwatch,9,70.39
2022-03-20,Fone de Ouvido,19,515.28
2022-02-12,Tablet,49,634.92
2020-10-28,Smartphone,2,208.69
2025-03-20,Fone de Ouvido,32,759.96
2023-10-13,Laptop,50,679.39
2024-06-12,Smartphone,50,757.1
2024-09-18,Fone de Ouvido,31,26.5
2024-08-29,Smartwatch,31,739.04
2021-08-27,Fone de Ouvido,15,182.19
2024-10-22,Smartphone,11,908.52
2021-05-29,Tablet,13,960.74
2021-08-05,Fone de Ouvido,22,359.06
2024-08-08,Laptop,11,515.98
2022-09-05,Laptop,43,204.13
2021-08-10,Fone de Ouvido,35,311.01
2022-12-17,Tablet,38,544.17
2023-11-20,Laptop,2,354.75
2024-11-21,Smartphone,23,115.6
2021-10-01,Laptop,24,480.32
2020-01-19,Fone de Ouvido,42,41.6
2023-01-20,Tablet,36,837.99
2024-01-14,Smartphone,11,176.03
2024-07-02,Laptop,30,833.43
2023-02-24,Tablet,43,601.25
2020-06-12,Smartphone,34,211.41
2024-03-29,Tablet,13,930.57
2020-09-04,Smartwatch,40,378.04
2022-04-21,Laptop,33,196.01
2023-10-30,Smartwatch,25,354.62
2020-01-15,Fone de Ouvido,8,584.2
2021-07-04,Smartwatch,22,98.09
2021-04-28,Fone de Ouvido,32,853.35
2023-12-10,Smartphone,16,413.75
2021-12-10,Fone de Ouvido,30,248.87
2021-01-22,Fone de Ouvido,34,893.64
2022-05-04,Laptop,24,768.91
2023-02-17,Tablet,2,542.34
2021-07-08,Smartwatch,24,194.18
2023-09-28,Tablet,29,833.24
2024-10-26,Laptop,21,670.45
2020-03-30,Tablet,35,203.21
2025-03-01,Laptop,12,807.31
2020-01-23,Smartwatch,8,800.09
2021-09-29,Smartphone,16,980.03
2023-04-26,Smartwatch,19,137.63
2021-02-18,Laptop,22,109.81
2023-04-15,Fone de Ouvido,12,87.25
2021-10-30,Laptop,3,672.74
2024-01-19,Fone de Ouvido,6,104.69
2020-10-02,Smartphone,12,863.16
2021-04-18,Tablet,36,791.32
2024-08-28,Fone de Ouvido,1,936.16
2023-08-22,Laptop,49,217.47
2023-06-17,Smartwatch,37,951.35
2020-07-29,Smartwatch,7,345.99
2020-02-04,Fone de Ouvido,31,932.45
2024-10-25,Tablet,27,620.91
2023-06-15,Laptop,12,919.39
2020-01-02,Smartphone,34,857.42
2020-02-26,Fone de Ouvido,43,12.99
2022-01-14,Laptop,24,651.31
2021-03-07,Smartwatch,47,621.75
2024-12-27,Tablet,19,722.61
2024-02-14,Tablet,16,915.93
2025-02-22,Fone de Ouvido,7,260.74
2021-12-26,Smartphone,44,513.76
2023-11-21,Smartphone,37,302.57
2024-12-09,Laptop,3,282.87
2021-11-13,Tablet,16,312.71
2024-03-19,Smartphone,27,908.88
2024-12-24,Laptop,24,70.45
2021-07-12,Smartphone,50,146.56
2023-11-25,Tablet,20,713.87
2021-02-05,Fone de Ouvido,45,267.1
2022-07-18,Smartphone,10,147.64
2020-11-24,Smartphone,29,297.66
2025-02-03,Laptop,24,778.69
2022-01-06,Smartwatch,16,112.7
2020-09-10,Tablet,14,335.76
2022-03-18,Smartphone,18,874.05
2024-08-03,Laptop,7,181.33
2023-11-16,Smartwatch,23,795.54
2024-12-10,Smartphone,23,133.59
2024-07-04,Fone de Ouvido,36,517.87
2022-07-18,Laptop,9,927.79
2022-04-16,Fone de Ouvido,11,631.67
2023-05-22,Smartphone,22,506.21
2024-05-13,Tablet,48,558.41
2021-12-14,Smartphone,34,693.94
2022-03-19,Smartwatch,35,288.38
2020-08-16,Tablet,7,897.08
2020-10-22,Laptop,20,28.33
2021-08-24,Tablet,9,703.79
2020-03-16,Tablet,3,394.27
2021-10-10,Fone de Ouvido,8,507.15
2020-08-25,Smartwatch,43,599.91
2023-06-04,Laptop,23,71.4
2024-02-15,Smartphone,28,59.56
2022-02-21,Laptop,4,260.13
2024-02-24,Smartphone,17,879.97
2025-02-08,Laptop,38,239.46
2020-04-14,Smartphone,25,922.4
2024-11-15,Laptop,8,589.76
2021-05-03,Tablet,29,227.11
2025-03-18,Fone de Ouvido,18,363.67
2021-07-04,Smartwatch,33,365.44
2023-05-08,Tablet,17,966.8
2024-08-30,Laptop,26,305.01
2025-03-04,Laptop,50,817.4
2021-09-09,Smartwatch,23,181.22
2020-03-18,Smartwatch,16,435.68
2022-08-02,Tablet,31,163.59
2024-06-27,Laptop,33,273.12
2022-01-18,Fone de Ouvido,2,360.07
2023-12-18,Laptop,42,926.12
2020-09-11,Tablet,34,901.52
2022-05-11,Smartphone,38,937.52
2023-09-07,Tablet,28,60.61
2023-12-02,Tablet,44,327.5
2021-01-24,Smartphone,19,693.9
2020-02-20,Fone de Ouvido,50,182.42
2020-02-24,Smartwatch,34,223.35
2022-01-02,Smartwatch,31,351.23
2024-09-04,Tablet,45,391.85
2020-02-27,Tablet,11,896.5
2022-12-01,Smartwatch,13,857.59
2024-04-20,Smartphone,18,598.38
2023-05-30,Laptop,9,265.32
2023-08-26,Tablet,40,950.18
2021-12-15,Laptop,33,542.79
2020-03-30,Fone de Ouvido,50,697.97
2020-02-16,Smartwatch,45,705.21
2024-09-13,Tablet,6,798.8
2024-09-28,Laptop,19,821.56
2025-01-12,Smartwatch,49,449.6
2021-12-19,Smartwatch,35,819.83
2021-12-16,Smartphone,12,76.01
2024-02-26,Tablet,18,592.63
2021-05-17,Smartphone,5,332.53
2023-08-06,Laptop,9,852.5
2023-10-20,Smartphone,8,152.39
2022-12-30,Smartphone,8,289.18
2025-01-21,Smartwatch,41,421.93
2022-09-04,Smartwatch,33,57.91
2020-11-10,Laptop,11,136.67
2023-11-21,Laptop,46,475.74
2020-06-24,Smartwatch,5,222.49
2020-10-31,Tablet,49,690.17
2022-11-27,Smartwatch,23,628.84
2022-04-18,Laptop,22,346.2
2020-08-11,Tablet,4,976.08
2024-11-27,Laptop,23,373.89
2023-08-04,Tablet,13,897.0
2022-02-13,Smartwatch,43,165.23
2021-11-23,Smartphone,19,374.19
2021-12-09,Fone de Ouvido,5,101.26
2022-07-18,Smartphone,31,866.74
2020-05-18,Laptop,3,323.97
2022-06-13,Fone de Ouvido,25,845.56
2020-05-15,Smartwatch,9,240.3
2021-07-17,Smartphone,43,101.95
2024-07-14,Smartwatch,24,260.98
2021-05-14,Tablet,20,584.98
2023-10-29,Smartwatch,3,505.39
2020-12-10,Smartwatch,8,722.94
2020-02-27,Fone de Ouvido,48,381.65
2022-03-19,Fone de Ouvido,3,627.54
2021-11-27,Fone de Ouvido,26,106.15
2024-12-11,Laptop,47,687.92
2023-02-02,Smartphone,30,324.2
2023-03-16,Laptop,7,413.56
2023-05-26,Laptop,22,462.08
2024-01-17,Laptop,31,184.67
2021-07-31,Tablet,41,859.29
2023-03-03,Smartphone,18,643.06
2020-01-15,Smartwatch,37,496.87
2024-02-27,Fone de Ouvido,10,148.26
2022-06-29,Laptop,13,868.26
2020-07-16,Tablet,41,472.13
2022-10-28,Smartwatch,21,626.57
2021-12-18,Fone de Ouvido,20,906.28
2022-06-03,Tablet,33,656.6
2020-08-18,Laptop,6,149.89
2021-08-30,Fone de Ouvido,42,134.56
2023-02-07,Smartphone,11,298.22
2022-02-19,Laptop,50,367.48
2023-01-05,Smartphone,17,588.78
2020-10-30,Tablet,9,573.36
2023-07-14,Fone de Ouvido,30,486.19
2023-06-03,Tablet,15,103.1
2020-12-12,Laptop,13,108.85
2022-08-28,Tablet,1,195.39
2020-07-22,Fone de Ouvido,1,234.34
2020-05-29,Smartphone,17,343.28
2022-09-29,Smartwatch,1,236.04
2024-07-05,Smartwatch,48,243.76
2023-09-20,Smartwatch,45,695.29
2023-05-09,Laptop,37,802.37
2024-05-25,Smartwatch,1,933.21
2021-11-19,Smartwatch,45,213.57
2023-09-13,Smartphone,5,217.08
2023-06-10,Laptop,10,546.08
2020-07-30,Smartwatch,36,631.38
2021-10-02,Tablet,40,609.34
2023-06-22,Laptop,37,636.53
2024-08-17,Smartphone,37,408.82
2020-12-14,Smartphone,5,425.28
2021-03-31,Fone de Ouvido,23,82.97
2022-07-11,Fone de Ouvido,40,335.4
2022-03-19,Smartphone,4,402.15
2021-07-01,Laptop,18,371.54
2025-02-21,Laptop,14,905.18
2024-06-13,Fone de Ouvido,13,666.09
2020-12-27,Fone de Ouvido,41,600.7
2024-02-03,Tablet,46,422.63
2021-07-02,Laptop,27,373.45
2021-09-18,Smartphone,12,192.81
2022-01-09,Laptop,1,550.54
2021-06-23,Smartwatch,50,131.6
2020-11-09,Fone de Ouvido,17,197.36
2023-10-12,Smartphone,47,969.93
2024-02-01,Tablet,46,871.53
2022-12-30,Fone de Ouvido,13,273.53
2021-02-11,Fone de Ouvido,30,705.52
2023-08-25,Smartphone,25,271.33
2020-09-14,Smartwatch,11,638.56
2022-11-11,Smartwatch,50,826.41
2024-12-19,Fone de Ouvido,9,586.84
2020-05-21,Fone de Ouvido,40,683.94
2023-06-24,Smartwatch,17,441.72
2022-10-10,Smartphone,10,492.31
2021-12-28,Laptop,31,704.64
2021-12-07,Tablet,49,499.89
2022-12-05,Smartwatch,4,85.28
2023-04-23,Laptop,37,318.78
2024-05-02,Laptop,36,683.59
2024-11-08,Smartwatch,32,600.29
2023-11-08,Fone de Ouvido,42,100.34
2021-09-01,Tablet,46,991.4
2022-06-11,Fone de Ouvido,16,863.93
2023-06-05,Fone de Ouvido,39,806.27
2023-07-02,Laptop,38,262.3
2023-04-10,Fone de Ouvido,20,207.8
2024-06-10,Smartphone,5,56.71
2025-02-05,Tablet,8,373.15
2020-05-29,Smartphone,8,12.66
2024-06-19,Fone de Ouvido,42,282.92
2023-09-04,Tablet,28,140.43
2020-12-27,Fone de Ouvido,32,916.8
2023-07-25,Smartphone,3,613.88
2024-02-13,Tablet,15,184.19
2023-03-04,Tablet,24,313.91
2021-05-31,Fone de Ouvido,27,678.35
2020-11-30,Smartphone,18,874.09
2021-01-12,Tablet,40,887.81
2020-11-20,Smartphone,50,342.23
2021-09-01,Laptop,14,669.33
2024-04-29,Fone de Ouvido,44,294.17
2020-01-01,Fone de Ouvido,49,306.84
2023-10-12,Smartphone,40,571.57
2025-01-06,Fone de Ouvido,7,975.19
2024-05-13,Tablet,39,312.51
2020-11-21,Tablet,40,310.99
2022-04-24,Smartphone,43,19.96
2020-07-25,Laptop,44,541.82
2022-11-06,Tablet,25,692.3
2024-11-24,Smartphone,24,268.6
2020-05-20,Fone de Ouvido,26,329.14
2022-11-27,Tablet,42,106.35
2023-06-24,Smartphone,16,554.15
2024-12-28,Laptop,43,182.88
2021-03-12,Smartwatch,19,453.29
2022-10-02,Laptop,36,152.18
2023-04-11,Laptop,8,230.42
2021-08-29,Smartphone,33,714.3
2023-08-31,Fone de Ouvido,42,478.73
2021-02-25,Fone de Ouvido,9,306.46
2024-10-11,Fone de Ouvido,16,437.53
2020-05-11,Smartwatch,36,49.36
2020-11-25,Laptop,30,736.74
2023-07-04,Tablet,28,932.91
2021-02-13,Tablet,17,953.72
2023-08-10,Fone de Ouvido,9,959.93
2021-11-07,Laptop,25,721.05
2021-08-31,Smartphone,19,743.47
2025-03-21,Smartphone,12,802.51
2020-12-06,Tablet,26,656.85
2020-09-25,Smartphone,40,153.9
2021-11-30,Fone de Ouvido,2,590.16
2024-12-31,Smartphone,3,263.96
2022-01-29,Fone de Ouvido,11,904.54
2023-08-14,Fone de Ouvido,11,178.89
2025-01-05,Tablet,13,623.33
2023-01-25,Smartwatch,11,124.84
2024-11-21,Fone de Ouvido,4,15.49
2020-01-27,Fone de Ouvido,43,509.57
2021-11-17,Tablet,33,891.99
2022-08-19,Laptop,5,244.67
2023-09-04,Fone de Ouvido,11,723.01
2023-09-02,Smartphone,31,848.2
2023-02-15,Smartphone,37,827.03
2021-08-18,Smartwatch,4,264.53
2023-03-17,Laptop,24,86.13
2020-04-15,Smartphone,38,293.16
2021-12-17,Smartwatch,18,680.07
2024-03-09,Tablet,25,504.96
2022-12-01,Laptop,45,560.08
2024-02-18,Smartphone,17,510.5
2021-05-25,Smartwatch,15,616.65
2022-06-20,Smartwatch,7,903.24
2020-07-20,Tablet,46,304.67
2021-03-06,Smartwatch,32,376.99
2020-10-18,Tablet,23,853.44
2021-01-22,Smartphone,10,316.2
2024-12-17,Smartwatch,4,234.7
2022-08-25,Fone de Ouvido,39,572.14
2023-09-12,Fone de Ouvido,42,305.11
2024-02-21,Smartphone,33,440.0
2020-12-12,Tablet,1,910.82
2025-02-28,Tablet,23,324.22
2022-09-25,Laptop,7,788.72
2020-09-24,Smartwatch,17,695.35
2020-01-29,Smartwatch,22,845.07
2020-03-10,Smartphone,32,282.37
2024-08-14,Laptop,8,582.79
2022-02-28,Tablet,13,557.76
2022-02-01,Laptop,14,87.73
2024-03-19,Tablet,7,77.81
2024-07-04,Fone de Ouvido,35,177.87
2024-03-20,Fone de Ouvido,6,270.38
2024-06-22,Smartwatch,12,308.55
2024-03-27,Laptop,9,869.72
2021-12-29,Laptop,32,590.62
2020-10-15,Smartphone,34,681.51
2023-11-07,Tablet,21,514.95
2023-06-16,Smartwatch,5,170.45
2022-05-08,Laptop,22,418.97
2022-01-27,Smartwatch,9,979.82
2024-03-19,Smartwatch,34,648.28
2024-01-20,Laptop,15,353.69
2020-06-09,Fone de Ouvido,35,947.47
2022-09-26,Laptop,22,931.22
2020-09-29,Smartphone,7,36.88
2024-04-20,Laptop,24,823.07
2021-03-22,Tablet,12,562.91
2021-03-11,Fone de Ouvido,33,557.9
2020-01-18,Smartwatch,12,260.01
2021-07-16,Fone de Ouvido,13,54.31
2024-02-29,Smartphone,7,896.3
2020-04-30,Fone de Ouvido,42,191.83
2023-07-10,Fone de Ouvido,15,698.83
2023-07-21,Fone de Ouvido,43,826.47
2021-06-14,Fone de Ouvido,40,561.26
2020-04-22,Laptop,50,596.89
2021-10-19,Smartphone,28,792.58
2020-08-19,Smartphone,16,30.87
2023-01-20,Smartphone,47,552.24
2020-12-28,Fone de Ouvido,40,816.55
2020-12-01,Smartphone,26,588.77
2021-06-12,Smartphone,6,804.1
2021-11-23,Laptop,30,268.88
2020-09-15,Laptop,20,379.03
2024-10-11,Smartwatch,7,610.8
2022-12-24,Tablet,33,544.65
2022-11-01,Fone de Ouvido,13,184.9
2022-11-17,Laptop,3,194.23
2023-02-03,Fone de Ouvido,11,563.84
2020-01-14,Tablet,7,964.55
2024-08-18,Laptop,27,51.24
